id,distance,atd,model,year
3765,1.7344541947046916,0.3590255379676819,TPO-Retriever,2018
11399,2.3876015543937683,2.206685721874237,TPO-Retriever,2018
15144,2.730455736319224,3.4638823866844177,TPO-Retriever,2018
16190,1.8754345973332722,1.26083505153656,TPO-Retriever,2018
16676,1.2666799823443096,0.8360222578048706,TPO-Retriever,2018
21365,1.2752673427263896,0.6691344976425171,TPO-Retriever,2018
27027,2.7680657307306924,2.362050771713257,TPO-Retriever,2018
31574,4.205945134162903,4.275580286979675,TPO-Retriever,2018
33202,6.0059963166713715,8.414196699857712,TPO-Retriever,2018
37381,2.6645933787027993,0.7586387395858765,TPO-Retriever,2018
38156,1.9948508540789287,1.6557666659355164,TPO-Retriever,2018
44726,0.811694880326589,0.04861381649971008,TPO-Retriever,2018
48503,1.186458686987559,-0.4954376518726349,TPO-Retriever,2018
49307,2.76866348584493,2.807408928871155,TPO-Retriever,2018
49662,1.3466309309005737,1.251661777496338,TPO-Retriever,2018
63969,1.6994637648264568,1.031753420829773,TPO-Retriever,2018
66698,3.994744082291921,5.076102674007416,TPO-Retriever,2018
72576,2.945447325706482,3.7202800512313843,TPO-Retriever,2018
90964,2.9572764237721763,1.4011753797531128,TPO-Retriever,2018
91740,3.3309248288472495,0.2941991090774536,TPO-Retriever,2018
91764,3.2577263514200845,1.32206392288208,TPO-Retriever,2018
91874,4.114781151215236,5.780295580625534,TPO-Retriever,2018
93612,3.4381096363067627,4.219857215881348,TPO-Retriever,2018
100296,1.3647172053654988,0.8802608847618103,TPO-Retriever,2018
102962,2.043875217437744,3.065812826156616,TPO-Retriever,2018
104937,2.253516515096029,0.8568089008331299,TPO-Retriever,2018
106183,2.471623639265696,-1.3091519176959991,TPO-Retriever,2018
110724,1.209098185102145,1.461275264620781,TPO-Retriever,2018
111723,3.1176907221476235,0.555545449256897,TPO-Retriever,2018
115260,4.869108339150746,6.171368420124054,TPO-Retriever,2018
116518,2.2124702533086142,-0.20000416040420532,TPO-Retriever,2018
116824,1.632831157495578,2.410939510911703,TPO-Retriever,2018
122922,1.7164092063903809,0.4427720904350281,TPO-Retriever,2018
126368,2.660402019818624,-1.2499216198921204,TPO-Retriever,2018
126414,3.119769255320231,2.347886562347412,TPO-Retriever,2018
128449,5.502531846364339,3.090726375579834,TPO-Retriever,2018
129125,2.339830497900645,-1.418876975774765,TPO-Retriever,2018
129479,2.655294338862101,-0.9092403650283813,TPO-Retriever,2018
132727,1.3679021994272869,0.31389951705932617,TPO-Retriever,2018
133755,5.791820923487346,7.80239462852478,TPO-Retriever,2018
138354,3.092042922973633,-0.4654759168624878,TPO-Retriever,2018
153051,1.4038386344909668,-0.11833512783050537,TPO-Retriever,2018
153833,3.1709765195846558,3.2785874605178833,TPO-Retriever,2018
154578,3.172968864440918,0.17920267581939697,TPO-Retriever,2018
158396,2.6138914823532104,2.0104440450668335,TPO-Retriever,2018
166249,2.595362683137258,2.9883788228034973,TPO-Retriever,2018
181556,2.484583536783854,-1.8634376525878906,TPO-Retriever,2018
192413,3.2472100257873535,3.363109588623047,TPO-Retriever,2018
216299,5.213339328765869,1.5240755081176758,TPO-Retriever,2018
227322,1.5565739969412486,1.7155340611934662,TPO-Retriever,2018
227627,3.063382903734843,3.390478730201721,TPO-Retriever,2018
235679,1.4387536644935608,-0.3838842809200287,TPO-Retriever,2018
236486,2.7412917613983154,3.533494234085083,TPO-Retriever,2018
236648,2.6556803385416665,2.497725486755371,TPO-Retriever,2018
237714,4.804819385210673,5.642631649971008,TPO-Retriever,2018
241528,1.4716665148735046,0.7456081509590149,TPO-Retriever,2018
242539,2.795506715774536,2.693203926086426,TPO-Retriever,2018
243613,3.144968350728353,4.717452526092529,TPO-Retriever,2018
261068,4.445981939633687,4.4549912214279175,TPO-Retriever,2018
265010,5.51409238576889,6.917268455028534,TPO-Retriever,2018
275583,2.708760062853495,-1.1466839909553528,TPO-Retriever,2018
